draw_date,winning_numbers,mega_ball,double_play_winning_numbers
2013-04-02,07 10 14 40 47,34,
2013-03-29,25 31 36 46 53,21,
2013-03-26,20 33 46 49 51,46,
2013-03-22,14 27 34 37 41,38,
2013-03-19,03 06 14 21 37,35,
2013-03-15,04 08 17 22 32,8,
2013-03-12,09 12 19 20 30,39,
2013-03-08,04 11 25 34 35,44,
2013-03-05,06 20 39 41 46,42,
2013-03-01,17 30 38 43 51,20,
2013-02-26,06 07 13 15 43,7,
2013-02-22,09 13 24 38 49,30,
2013-02-19,01 15 19 30 56,28,
2013-02-15,11 35 41 42 44,42,
2013-02-12,09 22 32 38 55,44,
2013-02-08,06 15 20 39 50,5,
2013-02-05,02 05 10 26 44,46,
2013-02-01,01 30 32 40 41,17,
2013-01-29,08 12 27 46 47,6,
2013-01-25,11 12 17 31 48,1,
2013-01-22,07 11 16 39 54,13,
2013-01-18,08 18 25 42 49,14,
2013-01-15,01 06 12 19 41,14,
2013-01-11,24 29 30 34 56,1,
2013-01-08,03 20 21 38 42,19,
2013-01-04,01 02 23 25 55,39,
2013-01-01,04 11 21 25 44,29,
2012-12-28,10 13 32 40 41,32,
2012-12-25,02 03 18 34 48,36,
2012-12-21,03 18 32 41 56,19,
2012-12-18,01 06 07 18 29,16,
2012-12-14,11 28 33 41 43,41,
2012-12-11,39 44 51 52 54,13,
2012-12-07,07 43 44 51 56,4,
2012-12-04,03 19 24 32 43,44,
2012-11-30,11 22 24 28 31,46,
2012-11-27,05 12 26 42 49,24,
2012-11-23,08 37 44 47 48,27,
2012-11-20,09 13 22 38 52,44,
2012-11-16,05 24 26 29 53,36,
2012-11-13,06 12 31 46 56,34,
2012-11-09,18 22 33 35 40,11,
2012-11-06,03 05 13 32 35,6,
2012-11-02,04 18 22 38 44,24,
2012-10-30,05 12 18 29 56,38,
2012-10-26,04 15 24 36 40,44,
2012-10-23,01 17 42 46 55,1,
2012-10-19,14 34 36 48 53,42,
2012-10-16,13 37 40 46 52,29,
2012-10-12,06 10 24 26 42,15,
2012-10-09,06 15 16 22 37,3,
2012-10-05,08 09 16 32 39,15,
2012-10-02,10 11 20 42 55,9,
2012-09-28,06 08 14 43 56,28,
2012-09-25,07 08 23 50 51,26,
2012-09-21,03 13 14 46 55,34,
2012-09-18,05 09 22 36 49,36,
2012-09-14,16 17 21 40 51,20,
2012-09-11,05 11 20 33 36,11,
2012-09-07,15 32 38 42 46,31,
2012-09-04,16 32 39 41 53,16,
2012-08-31,31 40 41 47 48,45,
2012-08-28,04 09 40 45 50,39,
2012-08-24,25 34 45 46 49,34,
2012-08-21,05 13 20 23 33,30,
2012-08-17,08 20 24 35 56,24,
2012-08-14,15 23 34 39 55,32,
2012-08-10,10 18 36 38 44,8,
2012-08-07,30 32 33 42 48,7,
2012-08-03,02 10 13 38 46,2,
2012-07-31,05 18 21 29 41,37,
2012-07-27,02 03 04 08 43,26,
2012-07-24,05 09 38 46 51,5,
2012-07-20,02 44 48 50 52,3,
2012-07-17,01 13 21 49 55,17,
2012-07-13,06 07 13 24 46,34,
2012-07-10,03 11 19 23 36,21,
2012-07-06,20 23 28 35 39,21,
2012-07-03,03 04 24 36 52,45,
2012-06-29,28 34 39 45 53,34,
2012-06-26,03 16 23 35 36,20,
2012-06-22,10 16 19 32 36,13,
2012-06-19,11 21 27 30 53,11,
2012-06-15,08 12 18 30 40,4,
2012-06-12,02 09 17 34 50,45,
2012-06-08,04 09 34 40 48,25,
2012-06-05,37 39 42 53 55,22,
2012-06-01,02 27 38 46 52,45,
2012-05-29,02 14 29 53 55,31,
2012-05-25,09 15 21 40 54,11,
2012-05-22,10 14 35 43 52,16,
2012-05-18,03 11 22 34 49,1,
2012-05-15,10 11 12 14 24,6,
2012-05-11,03 15 29 35 54,8,
2012-05-08,02 06 08 18 51,19,
2012-05-04,04 11 21 42 53,38,
2012-05-01,24 27 31 45 52,38,
2012-04-27,02 05 45 46 47,37,
2012-04-24,03 09 15 37 38,39,
2012-04-20,14 23 26 33 35,40,
2012-04-17,01 16 24 32 48,2,
2012-04-13,09 14 17 36 42,33,
2012-04-10,02 06 12 31 48,25,
2012-04-06,02 19 20 24 33,39,
2012-04-03,11 35 38 41 52,40,
2012-03-30,02 04 23 38 46,23,
2012-03-27,09 19 34 44 51,24,
2012-03-23,06 17 19 20 21,20,
2012-03-20,01 04 06 11 14,30,
2012-03-16,28 29 43 51 53,7,
2012-03-13,02 08 30 36 48,31,
2012-03-09,09 10 27 36 42,11,
2012-03-06,20 24 31 33 36,44,
2012-03-02,16 29 48 52 54,5,
2012-02-28,06 15 29 39 51,36,
2012-02-24,01 16 18 25 27,3,
2012-02-21,09 30 39 42 47,37,
2012-02-17,16 25 28 32 40,3,
2012-02-14,03 05 10 26 27,27,
2012-02-10,03 04 18 29 50,20,
2012-02-07,17 23 30 37 45,4,
2012-02-03,07 19 21 49 53,35,
2012-01-31,09 17 18 28 43,9,
2012-01-27,03 05 30 36 48,23,
2012-01-24,10 22 24 36 49,33,
2012-01-20,01 09 28 38 47,8,
2012-01-17,03 15 31 36 53,27,
2012-01-13,10 27 28 37 51,19,
2012-01-10,04 10 16 38 48,34,
2012-01-06,09 17 28 34 48,46,
2012-01-03,02 03 15 22 36,23,
2011-12-30,04 24 45 46 52,1,
2011-12-27,23 32 33 39 43,8,
2011-12-23,03 05 08 18 29,14,
2011-12-20,20 24 27 45 51,31,
2011-12-16,02 04 26 36 39,27,
2011-12-13,05 06 22 26 41,6,
2011-12-09,04 12 29 49 51,44,
2011-12-06,07 21 29 35 49,39,
2011-12-02,24 30 48 51 56,45,
2011-11-29,17 29 43 48 52,36,
2011-11-25,22 28 42 49 54,43,
2011-11-22,04 16 23 33 48,38,
2011-11-18,04 13 33 39 55,3,
2011-11-15,03 06 24 30 33,21,
2011-11-11,02 16 22 29 50,27,
2011-11-08,05 31 45 47 54,4,
2011-11-04,26 30 32 33 44,1,
2011-11-01,27 31 39 40 46,36,
2011-10-28,13 31 49 52 56,41,
2011-10-25,13 33 40 44 46,8,
2011-10-21,06 21 35 37 38,17,
2011-10-18,24 25 45 47 53,42,
2011-10-14,13 35 42 45 54,26,
2011-10-11,25 34 38 44 56,27,
2011-10-07,05 15 19 23 38,19,
2011-10-04,03 26 40 45 52,11,
2011-09-30,03 19 21 44 45,29,
2011-09-27,02 20 28 36 45,37,
2011-09-23,27 31 32 40 52,36,
2011-09-20,06 29 38 50 51,39,
2011-09-16,06 23 41 45 56,24,
2011-09-13,22 31 43 48 56,45,
2011-09-09,07 12 19 23 31,45,
2011-09-06,01 36 38 42 49,19,
2011-09-02,25 44 48 49 55,20,
2011-08-30,02 22 25 28 50,18,
2011-08-26,02 03 27 30 47,36,
2011-08-23,11 21 44 48 49,23,
2011-08-19,05 15 53 54 56,22,
2011-08-16,04 38 41 42 43,44,
2011-08-12,09 43 51 54 55,13,
2011-08-09,11 19 39 45 54,15,
2011-08-05,06 24 28 33 42,19,
2011-08-02,14 17 19 20 32,28,
2011-07-29,08 10 22 47 48,35,
2011-07-26,20 25 35 52 55,10,
2011-07-22,23 31 32 39 56,38,
2011-07-19,02 09 10 16 35,40,
2011-07-15,16 29 30 46 56,6,
2011-07-12,03 09 11 44 49,9,
2011-07-08,01 02 22 37 50,45,
2011-07-05,01 10 13 18 46,19,
2011-07-01,12 17 30 35 47,26,
2011-06-28,12 17 27 47 48,33,
2011-06-24,10 14 40 49 51,4,
2011-06-21,11 24 25 31 46,17,
2011-06-17,12 29 46 47 51,24,
2011-06-14,09 10 20 51 53,24,
2011-06-10,18 21 27 37 38,7,
2011-06-07,29 32 35 47 52,13,
2011-06-03,20 23 41 49 53,31,
2011-05-31,28 30 31 37 55,13,
2011-05-27,05 07 14 28 56,10,
2011-05-24,09 12 21 42 43,42,
2011-05-20,10 17 19 45 48,30,
2011-05-17,01 02 17 25 48,45,
2011-05-13,03 33 39 47 53,9,
2011-05-10,11 16 34 40 51,34,
2011-05-06,06 18 26 37 41,9,
2011-05-03,01 16 29 36 50,16,
2011-04-29,09 10 11 33 51,29,
2011-04-26,19 29 32 38 55,15,
2011-04-22,03 18 46 51 53,17,
2011-04-19,20 24 32 45 51,43,
2011-04-15,22 23 33 39 48,29,
2011-04-12,10 23 39 41 45,15,
2011-04-08,06 40 45 50 56,11,
2011-04-05,01 19 20 31 36,9,
2011-04-01,13 14 35 36 53,19,
2011-03-29,06 15 23 34 38,43,
2011-03-25,22 24 31 52 54,4,
2011-03-22,01 14 35 50 53,43,
2011-03-18,14 33 34 54 56,37,
2011-03-15,10 11 12 28 43,45,
2011-03-11,14 19 21 42 45,6,
2011-03-08,03 17 19 41 55,24,
2011-03-04,08 10 15 23 41,7,
2011-03-01,01 12 19 20 47,25,
2011-02-25,04 05 17 19 50,7,
2011-02-22,15 22 23 48 55,31,
2011-02-18,05 06 07 30 45,42,
2011-02-15,17 18 24 35 39,18,
2011-02-11,08 09 17 32 34,13,
2011-02-08,25 35 36 47 48,18,
2011-02-04,06 20 29 48 55,6,
2011-02-01,16 22 23 26 35,31,
2011-01-28,14 33 48 49 50,18,
2011-01-25,05 08 31 46 50,4,
2011-01-21,05 09 21 35 38,20,
2011-01-18,04 27 29 38 45,5,
2011-01-14,02 15 17 33 35,8,
2011-01-11,01 04 11 16 45,37,
2011-01-07,04 22 42 46 53,20,
2011-01-04,04 08 15 25 47,42,
2010-12-31,10 12 13 35 56,9,
2010-12-28,06 18 36 40 49,7,
2010-12-24,15 16 27 40 52,16,
2010-12-21,08 11 12 31 32,29,
2010-12-17,11 20 26 46 53,12,
2010-12-14,18 22 25 31 38,29,
2010-12-10,23 27 33 44 46,36,
2010-12-07,04 38 45 53 54,9,
2010-12-03,06 11 12 18 56,12,
2010-11-30,11 16 19 47 53,2,
2010-11-26,05 09 34 43 47,8,
2010-11-23,02 06 12 34 35,33,
2010-11-19,07 14 31 51 54,35,
2010-11-16,01 26 27 39 46,21,
2010-11-12,09 26 28 35 38,10,
2010-11-09,08 26 28 33 53,11,
2010-11-05,19 25 34 46 53,15,
2010-11-02,01 03 12 16 54,46,
2010-10-29,04 19 26 28 39,14,
2010-10-26,15 21 30 31 32,26,
2010-10-22,02 07 18 32 53,18,
2010-10-19,02 09 14 37 42,41,
2010-10-15,09 10 13 31 50,10,
2010-10-12,10 31 36 37 43,15,
2010-10-08,24 29 37 48 50,19,
2010-10-05,10 19 24 37 44,27,
2010-10-01,03 08 21 28 52,43,
2010-09-28,02 10 13 36 38,18,
2010-09-24,02 28 38 42 55,25,
2010-09-21,03 20 43 47 52,26,
2010-09-17,03 04 14 18 27,13,
2010-09-14,06 14 50 55 56,1,
2010-09-10,11 12 17 21 23,20,
2010-09-07,08 18 22 24 38,23,
2010-09-03,10 13 20 28 36,9,
2010-08-31,10 20 29 47 48,38,
2010-08-27,04 10 26 32 41,31,
2010-08-24,04 23 24 28 32,31,
2010-08-20,04 13 20 29 48,36,
2010-08-17,11 19 40 43 44,33,
2010-08-13,06 17 24 43 55,36,
2010-08-10,02 14 26 50 56,12,
2010-08-06,07 13 30 33 54,30,
2010-08-03,04 13 20 22 56,32,
2010-07-30,11 30 40 48 52,42,
2010-07-27,02 07 10 16 29,8,
2010-07-23,16 19 39 44 49,26,
2010-07-20,12 18 28 36 43,19,
2010-07-16,02 15 18 20 39,34,
2010-07-13,07 11 14 15 34,14,
2010-07-09,01 31 33 34 50,41,
2010-07-06,08 18 45 47 50,36,
2010-07-02,01 10 12 32 36,25,
2010-06-29,03 04 15 27 37,35,
2010-06-25,01 02 13 19 27,21,
2010-06-22,12 17 21 23 30,24,
2010-06-18,11 36 37 41 55,7,
2010-06-15,04 12 13 21 27,46,
2010-06-11,06 13 33 34 42,25,
2010-06-08,12 18 28 48 54,6,
2010-06-04,12 13 15 17 50,23,
2010-06-01,12 27 44 45 51,30,
2010-05-28,03 11 20 29 39,26,
2010-05-25,05 14 17 19 24,25,
2010-05-21,15 20 23 26 30,17,
2010-05-18,11 13 19 37 40,26,
2010-05-14,20 21 40 47 56,12,
2010-05-11,26 33 43 46 54,9,
2010-05-07,02 07 20 34 50,40,
2010-05-04,09 21 31 36 43,8,
2010-04-30,14 20 41 47 53,40,
2010-04-27,23 37 41 50 55,6,
2010-04-23,19 26 28 37 52,18,
2010-04-20,05 08 10 34 42,25,
2010-04-16,10 16 31 48 50,44,
2010-04-13,03 12 27 39 47,32,
2010-04-09,15 18 39 48 53,3,
2010-04-06,16 43 44 52 56,26,
2010-04-02,02 17 22 30 31,19,
2010-03-30,01 11 24 38 44,41,
2010-03-26,23 41 46 47 52,22,
2010-03-23,03 25 28 29 40,13,
2010-03-19,10 31 45 50 54,25,
2010-03-16,03 22 48 52 56,13,
2010-03-12,02 15 25 48 53,41,
2010-03-09,14 16 18 19 29,16,
2010-03-05,11 31 34 44 52,32,
2010-03-02,09 12 47 48 56,25,
2010-02-26,04 14 29 54 56,40,
2010-02-23,04 16 36 40 53,18,
2010-02-19,01 22 39 42 46,36,
2010-02-16,11 12 21 29 45,5,
2010-02-12,14 16 17 33 47,23,
2010-02-09,02 17 20 26 48,12,
2010-02-05,10 20 45 51 53,41,
2010-02-02,06 07 26 27 49,9,
2010-01-29,01 10 22 23 38,19,
2010-01-26,07 08 38 39 48,22,
2010-01-22,08 13 27 28 52,9,
2010-01-19,04 05 34 38 41,18,
2010-01-15,04 07 19 21 38,29,
2010-01-12,05 09 31 37 56,16,
2010-01-08,18 20 31 36 43,33,
2010-01-05,13 28 39 50 55,10,
2010-01-01,06 08 27 40 41,21,
2009-12-29,02 05 29 35 51,3,
2009-12-22,03 33 35 39 45,13,
2009-12-18,10 20 30 44 49,24,
2009-12-15,27 31 32 36 47,35,
2009-12-11,02 21 27 34 44,45,
2009-12-08,20 23 28 30 46,29,
2009-12-04,04 33 41 51 56,38,
2009-12-01,17 30 39 52 53,21,
2009-11-27,12 25 37 39 45,11,
2009-11-24,10 11 35 37 50,12,
2009-11-20,03 04 07 16 56,39,
2009-11-17,08 22 27 49 50,28,
2009-11-13,27 43 45 49 54,44,
2009-11-10,08 21 29 34 37,15,
2009-11-06,07 11 27 40 46,8,
2009-11-03,05 18 23 31 38,20,
2009-10-30,04 15 17 29 38,20,
2009-10-27,07 13 37 46 51,2,
2009-10-23,27 45 48 54 56,2,
2009-10-20,13 17 25 45 55,8,
2009-10-16,10 13 18 33 51,43,
2009-10-13,17 31 34 45 51,24,
2009-10-09,03 14 21 24 51,14,
2009-10-06,09 33 51 53 56,39,
2009-10-02,15 24 51 53 55,11,
2009-09-29,02 21 25 45 50,21,
2009-09-25,07 27 42 49 52,19,
2009-09-22,26 29 33 39 46,24,
2009-09-18,18 27 31 36 52,33,
2009-09-15,29 30 32 35 41,39,
2009-09-11,16 27 48 49 54,2,
2009-09-08,04 10 18 28 50,35,
2009-09-04,02 04 06 21 44,37,
2009-09-01,02 09 28 51 53,19,
2009-08-28,01 17 31 37 54,31,
2009-08-25,03 12 19 22 40,2,
2009-08-21,09 38 44 48 49,13,
2009-08-18,04 05 26 37 56,25,
2009-08-14,08 22 25 33 35,46,
2009-08-11,06 12 15 32 42,40,
2009-08-07,07 18 35 45 56,3,
2009-08-04,01 28 34 42 50,27,
2009-07-31,17 35 44 52 56,22,
2009-07-28,04 17 24 25 48,34,
2009-07-24,03 06 43 51 52,36,
2009-07-21,03 08 21 50 52,2,
2009-07-17,08 17 40 47 50,13,
2009-07-14,20 29 35 45 53,41,
2009-07-10,05 10 26 27 28,4,
2009-07-07,25 27 35 38 39,28,
2009-07-03,05 06 07 11 25,31,
2009-06-30,07 34 49 54 55,34,
2009-06-26,11 15 17 29 46,16,
2009-06-23,12 14 16 31 50,9,
2009-06-19,04 09 12 16 46,44,
2009-06-16,09 15 21 26 45,25,
2009-06-12,06 11 20 32 44,38,
2009-06-09,05 17 31 36 56,46,
2009-06-05,05 20 38 41 52,20,
2009-06-02,09 13 26 30 35,33,
2009-05-29,23 30 36 39 48,34,
2009-05-26,09 18 21 37 55,33,
2009-05-22,03 29 34 42 49,29,
2009-05-19,02 04 09 15 42,13,
2009-05-15,07 12 24 36 48,27,
2009-05-12,04 08 10 14 51,31,
2009-05-08,12 27 29 32 34,34,
2009-05-05,05 23 38 39 54,3,
2009-05-01,09 16 24 40 43,35,
2009-04-28,15 20 24 36 44,6,
2009-04-24,09 20 21 48 49,7,
2009-04-21,05 24 37 47 52,6,
2009-04-17,05 13 26 35 45,32,
2009-04-14,04 11 22 48 50,42,
2009-04-10,18 25 36 42 51,22,
2009-04-07,02 04 13 17 36,15,
2009-04-03,16 22 38 39 48,42,
2009-03-31,14 39 47 48 53,29,
2009-03-27,10 15 24 38 50,19,
2009-03-24,04 25 34 43 44,45,
2009-03-20,15 16 20 39 40,26,
2009-03-17,09 15 24 28 31,17,
2009-03-13,10 12 26 46 50,23,
2009-03-10,02 27 31 39 40,23,
2009-03-06,11 18 37 46 55,45,
2009-03-03,26 32 35 43 52,10,
2009-02-27,24 37 44 50 56,35,
2009-02-24,01 27 28 35 40,6,
2009-02-20,21 28 41 45 55,24,
2009-02-17,01 09 23 27 33,24,
2009-02-13,25 36 37 40 51,20,
2009-02-10,18 29 38 43 47,7,
2009-02-06,02 12 18 28 31,3,
2009-02-03,04 15 29 43 56,29,
2009-01-30,13 16 19 53 55,2,
2009-01-27,03 11 12 14 21,25,
2009-01-23,02 17 20 27 28,7,
2009-01-20,01 09 10 35 46,9,
2009-01-16,02 04 21 39 51,29,
2009-01-13,22 25 33 36 48,40,
2009-01-09,23 25 30 45 50,8,
2009-01-06,03 11 12 19 33,30,
2009-01-02,02 11 19 21 34,38,
2008-12-30,01 22 29 44 52,39,
2008-12-26,06 19 29 33 37,31,
2008-12-23,01 08 13 27 41,45,
2008-12-19,03 13 16 39 54,32,
2008-12-16,10 14 16 29 40,6,
2008-12-12,10 16 19 27 48,25,
2008-12-09,11 12 26 31 33,27,
2008-12-05,21 27 46 52 55,14,
2008-12-02,02 17 22 32 51,35,
2008-11-28,10 30 44 46 48,44,
2008-11-25,02 11 22 51 52,46,
2008-11-21,01 22 52 53 56,45,
2008-11-18,10 15 22 52 53,12,
2008-11-14,03 18 19 30 34,3,
2008-11-11,05 27 38 42 55,41,
2008-11-07,14 24 32 43 44,21,
2008-11-04,10 21 23 41 55,9,
2008-10-31,02 07 17 29 47,40,
2008-10-28,06 39 45 46 48,36,
2008-10-24,05 33 34 47 52,18,
2008-10-21,16 19 39 42 44,38,
2008-10-17,07 15 27 28 31,35,
2008-10-14,14 35 41 42 51,23,
2008-10-10,14 15 43 46 48,21,
2008-10-07,02 25 35 38 42,34,
2008-10-03,13 28 32 41 52,16,
2008-09-30,09 30 35 39 49,36,
2008-09-26,06 13 14 31 36,36,
2008-09-23,09 32 34 43 52,4,
2008-09-19,02 09 41 48 51,37,
2008-09-16,13 24 39 51 52,44,
2008-09-12,01 12 14 25 35,38,
2008-09-09,22 23 28 49 52,2,
2008-09-05,01 06 15 27 46,39,
2008-09-02,14 23 43 44 54,39,
2008-08-29,21 25 26 50 51,22,
2008-08-26,06 16 24 34 36,30,
2008-08-22,12 13 15 41 42,37,
2008-08-19,09 18 19 26 40,38,
2008-08-15,08 23 29 30 53,7,
2008-08-12,02 07 23 38 40,40,
2008-08-08,11 17 28 32 50,33,
2008-08-05,09 21 36 38 55,13,
2008-08-01,09 13 17 18 56,2,
2008-07-29,11 13 20 30 42,3,
2008-07-25,02 16 19 35 52,17,
2008-07-22,02 16 23 29 32,46,
2008-07-18,17 29 36 53 55,26,
2008-07-15,19 24 34 45 51,40,
2008-07-11,05 14 16 39 51,34,
2008-07-08,01 20 22 29 41,35,
2008-07-04,01 03 12 19 20,28,
2008-07-01,01 22 33 43 52,36,
2008-06-27,08 14 22 39 50,44,
2008-06-24,10 22 36 50 53,39,
2008-06-20,11 17 25 36 42,13,
2008-06-17,05 14 25 47 49,36,
2008-06-13,08 09 14 38 44,36,
2008-06-10,03 05 15 43 51,11,
2008-06-06,08 09 43 44 54,27,
2008-06-03,04 19 24 32 54,5,
2008-05-30,39 40 47 53 55,32,
2008-05-27,14 24 32 45 49,17,
2008-05-23,04 08 11 22 30,4,
2008-05-20,02 14 26 32 41,32,
2008-05-16,06 11 39 46 47,26,
2008-05-13,20 24 27 31 47,15,
2008-05-09,16 31 43 46 56,22,
2008-05-06,04 21 46 53 54,26,
2008-05-02,08 28 37 53 55,26,
2008-04-29,19 24 35 44 51,26,
2008-04-25,19 32 37 45 52,41,
2008-04-22,03 22 31 48 54,9,
2008-04-18,24 28 36 50 53,29,
2008-04-15,12 13 27 48 50,30,
2008-04-11,14 18 27 31 42,7,
2008-04-08,08 09 31 37 44,38,
2008-04-04,03 05 40 45 49,17,
2008-04-01,04 17 26 46 56,25,
2008-03-28,07 26 27 40 43,10,
2008-03-25,38 42 43 48 53,12,
2008-03-21,05 08 17 19 41,21,
2008-03-18,13 15 20 25 44,37,
2008-03-14,03 12 18 25 52,21,
2008-03-11,04 13 35 41 47,44,
2008-03-07,19 32 33 41 48,12,
2008-03-04,07 15 30 33 56,22,
2008-02-29,05 17 22 26 55,38,
2008-02-26,09 12 30 36 55,15,
2008-02-22,07 12 13 19 22,10,
2008-02-19,01 38 42 55 56,34,
2008-02-15,07 11 26 30 53,14,
2008-02-12,14 27 39 47 50,12,
2008-02-08,21 30 43 46 50,18,
2008-02-05,04 05 17 40 51,38,
2008-02-01,03 14 30 44 56,5,
2008-01-29,08 23 39 40 42,24,
2008-01-25,05 12 22 38 56,22,
2008-01-22,12 15 22 25 33,2,
2008-01-18,12 22 33 43 44,15,
2008-01-15,21 30 42 44 50,6,
2008-01-11,22 36 42 45 55,42,
2008-01-08,10 29 45 52 54,10,
2008-01-04,24 31 39 40 56,32,
2008-01-01,13 16 25 30 54,11,
2007-12-28,02 19 22 28 54,25,
2007-12-21,14 19 20 43 53,7,
2007-12-18,03 23 46 48 49,2,
2007-12-14,04 07 12 17 30,44,
2007-12-11,06 25 27 30 45,46,
2007-12-07,12 18 26 28 51,35,
2007-12-04,16 27 30 45 53,43,
2007-11-30,05 06 12 26 51,7,
2007-11-27,09 10 26 29 39,10,
2007-11-23,18 21 33 42 56,11,
2007-11-20,14 20 23 42 43,6,
2007-11-16,12 13 30 31 39,29,
2007-11-13,15 26 36 39 40,45,
2007-11-09,11 33 41 42 46,21,
2007-11-06,03 17 43 46 47,2,
2007-11-02,01 03 34 49 52,19,
2007-10-30,02 08 44 46 51,22,
2007-10-26,12 20 24 38 51,3,
2007-10-23,02 07 45 52 53,18,
2007-10-19,05 15 18 23 46,14,
2007-10-16,01 02 05 41 44,25,
2007-10-12,21 26 34 44 54,23,
2007-10-09,01 10 17 32 51,44,
2007-10-05,10 19 37 40 48,1,
2007-10-02,28 37 40 43 44,20,
2007-09-28,04 13 20 25 33,42,
2007-09-25,02 19 23 47 54,16,
2007-09-21,05 21 23 33 45,43,
2007-09-18,20 24 31 34 49,8,
2007-09-14,05 09 12 33 40,27,
2007-09-11,09 10 17 21 35,6,
2007-09-07,14 19 27 34 48,3,
2007-09-04,03 06 11 42 46,38,
2007-08-31,08 18 22 40 44,11,
2007-08-28,37 40 48 53 56,44,
2007-08-24,04 21 46 51 53,5,
2007-08-21,08 38 54 55 56,2,
2007-08-17,02 08 33 38 53,12,
2007-08-14,05 08 09 24 34,17,
2007-08-10,10 20 32 33 54,39,
2007-08-07,36 41 50 55 56,9,
2007-08-03,16 29 42 46 51,40,
2007-07-31,05 18 37 39 43,42,
2007-07-27,07 12 35 54 55,2,
2007-07-24,08 17 20 23 50,17,
2007-07-20,06 13 30 41 52,26,
2007-07-17,16 30 38 46 51,5,
2007-07-13,07 39 41 48 53,21,
2007-07-10,19 24 30 34 56,19,
2007-07-06,03 09 12 25 47,37,
2007-07-03,21 35 37 39 40,35,
2007-06-29,01 17 40 51 52,7,
2007-06-26,04 10 20 29 45,21,
2007-06-22,11 14 21 24 31,23,
2007-06-19,05 16 31 49 54,19,
2007-06-15,01 05 16 26 30,21,
2007-06-12,03 13 19 31 50,21,
2007-06-08,06 26 29 31 39,31,
2007-06-05,27 35 38 49 56,15,
2007-06-01,12 19 29 32 48,9,
2007-05-29,02 24 44 51 54,7,
2007-05-25,10 14 22 42 43,1,
2007-05-22,02 07 11 22 36,35,
2007-05-18,13 23 24 30 44,5,
2007-05-15,06 13 42 46 56,42,
2007-05-11,28 30 33 48 54,25,
2007-05-08,16 24 41 43 54,36,
2007-05-04,04 09 20 45 55,34,
2007-05-01,11 16 31 52 53,42,
2007-04-27,05 07 26 38 56,15,
2007-04-24,08 10 35 36 43,14,
2007-04-20,01 09 10 23 53,40,
2007-04-17,01 04 11 31 47,37,
2007-04-13,11 14 21 25 26,33,
2007-04-10,07 15 16 19 28,10,
2007-04-06,24 32 34 36 39,6,
2007-04-03,16 26 33 34 46,38,
2007-03-30,15 23 37 48 53,22,
2007-03-27,18 25 34 35 42,6,
2007-03-23,18 21 35 51 53,36,
2007-03-20,07 21 46 49 55,15,
2007-03-16,17 25 36 40 43,9,
2007-03-13,07 11 16 38 49,35,
2007-03-09,10 13 25 42 43,30,
2007-03-06,16 22 29 39 42,20,
2007-03-02,14 21 33 35 51,43,
2007-02-27,18 31 44 45 48,18,
2007-02-23,03 18 21 38 50,43,
2007-02-20,01 09 26 46 51,11,
2007-02-16,17 35 40 46 48,41,
2007-02-13,03 09 24 29 41,41,
2007-02-09,32 39 46 48 49,41,
2007-02-06,16 21 35 36 46,38,
2007-02-02,22 33 35 40 53,15,
2007-01-30,14 18 44 52 56,25,
2007-01-26,16 17 36 49 54,14,
2007-01-23,03 05 15 26 53,35,
2007-01-19,04 28 30 31 35,17,
2007-01-16,04 08 15 33 52,10,
2007-01-12,12 14 26 40 42,22,
2007-01-09,07 11 26 38 54,13,
2007-01-05,02 12 44 46 51,6,
2007-01-02,09 10 38 51 53,1,
2006-12-29,03 04 10 39 50,29,
2006-12-26,07 12 25 44 53,3,
2006-12-22,05 12 15 25 34,43,
2006-12-19,09 32 37 42 48,7,
2006-12-15,06 07 17 28 40,39,
2006-12-12,20 30 31 35 49,23,
2006-12-08,01 15 29 32 45,8,
2006-12-05,06 09 13 43 46,45,
2006-12-01,16 22 23 37 53,35,
2006-11-28,07 14 24 41 56,7,
2006-11-24,14 35 40 47 48,35,
2006-11-21,07 13 20 42 47,9,
2006-11-17,05 19 25 30 50,42,
2006-11-14,09 20 24 25 36,23,
2006-11-10,11 42 52 53 55,28,
2006-11-07,13 22 33 51 52,42,
2006-11-03,08 10 22 25 55,22,
2006-10-31,05 34 40 45 46,21,
2006-10-27,15 22 26 30 32,31,
2006-10-24,05 25 41 48 51,35,
2006-10-20,09 13 23 29 54,34,
2006-10-17,06 18 20 28 38,37,
2006-10-13,24 27 42 47 50,8,
2006-10-10,14 30 35 40 43,2,
2006-10-06,01 11 20 21 46,18,
2006-10-03,06 19 32 33 40,39,
2006-09-29,03 25 43 45 55,40,
2006-09-26,03 06 38 42 45,30,
2006-09-22,07 12 17 22 43,16,
2006-09-19,02 19 44 45 56,43,
2006-09-15,06 26 33 39 55,1,
2006-09-12,03 16 25 30 44,42,
2006-09-08,09 17 34 52 53,2,
2006-09-05,01 32 36 42 53,4,
2006-09-01,05 06 51 53 55,12,
2006-08-29,15 25 37 38 52,4,
2006-08-25,17 24 35 46 54,33,
2006-08-22,03 04 05 07 36,16,
2006-08-18,05 12 13 46 50,10,
2006-08-15,10 12 22 44 48,16,
2006-08-11,14 16 38 40 49,29,
2006-08-08,01 05 13 18 33,30,
2006-08-04,02 24 31 50 55,44,
2006-08-01,14 29 32 43 49,14,
2006-07-28,02 13 23 32 35,4,
2006-07-25,07 21 24 41 51,10,
2006-07-21,18 26 35 36 43,24,
